index,mid,display_name,Living room,Work place(kantoor),Classroom,Work Shop,Kitchen,Bathroom,Bedroom,Gym,Trainstation,On public transport,Airfield,On water,Public place,In car,on Bicycle,Concert,Farm,Nature,Park
260,/m/028sqc,Music of Asia,,,,,,,,,,,,,,,,1,,,
261,/m/015vgc,Carnatic music,,,,,,,,,,,,,,,,1,,,
262,/m/0dq0md,Music of Bollywood,,,,,,,,,,,,,,,,1,,,
263,/m/06rqw,Ska,,,,,,,,,,,,,,,,1,,,
264,/m/02p0sh1,Traditional music,,,,,,,,,,,,,,,,1,,,
265,/m/05rwpb,Independent music,,,,,,,,,,,,,,,,1,,,
266,/m/074ft,Song,,,,,,,,,,,,,,,,1,,,
267,/m/025td0t,Background music,1,1,,1,,,,1,,,,,,1,,1,,,
268,/m/02cjck,Theme music,1,,,,,,,,,,,,,1,,,,,
269,/m/03r5q_,Jingle (music),1,,,,,,,,,,,,,1,,,,,
270,/m/0l14gg,Soundtrack music,1,,,,,,,,,,,,,,,,,,
271,/m/07pkxdp,Lullaby,,,,,,,1,,,,,,,,,,,,
272,/m/01z7dr,Video game music,1,,,,,,,,,,,,,,,,,,
273,/m/0140xf,Christmas music,,,,,,,,,,,,,,1,,1,,,
274,/m/0ggx5q,Dance music,,,,,,,,,,,,,,1,,1,,,
275,/m/04wptg,Wedding music,,,,,,,,,,,,,,,,,,,
276,/t/dd00031,Happy music,,,,,,,,,,,,,,,,,,,
277,/t/dd00032,Funny music,,,,,,,,,,,,,,,,,,,
278,/t/dd00033,Sad music,,,,,,,,,,,,,,,,,,,
279,/t/dd00034,Tender music,,,,,,,,,,,,,,,,,,,
280,/t/dd00035,Exciting music,,,,,,,,,,,,,,,,,,,
281,/t/dd00036,Angry music,,,,,,,,,,,,,,,,,,,
282,/t/dd00037,Scary music,,,,,,,,,,,,,,,,,,,
283,/m/03m9d0z,Wind,,,,,,,,,,,,1,,,1,,1,1,1
284,/m/09t49,Rustling leaves,,,,,,,,,,,,,,,,,1,1,1
285,/t/dd00092,Wind noise (microphone),,,,,,,,,,,,1,,,1,,1,1,1
286,/m/0jb2l,Thunderstorm,,,,,,,,,,,,,,,,,,,
287,/m/0ngt1,Thunder,,,,,,,,,,,,,,,,,,,
288,/m/0838f,Water,,,,,,1,,,,,,1,,,1,,1,1,1
289,/m/06mb1,Rain,,,,,,1,,,,,,,,,1,,,,
290,/m/07r10fb,Raindrop,,,,,,1,,,,,,,,,1,,,,
291,/t/dd00038,Rain on surface,,,,,,1,,,,,,,,,,,,,
292,/m/0j6m2,Stream,,,,,1,,,,,,,,,,,,,1,1
293,/m/0j2kx,Waterfall,,,,,1,,,,,,,,,,,,,1,
294,/m/05kq4,Ocean,,,,,,,,,,,,1,,,,,,,
295,/m/034srq,"Waves, surf",,,,,,,,,,,,1,,,,,,,
296,/m/06wzb,Steam,,,,,1,,,,1,,,,,,,,,,
297,/m/07swgks,Gurgling,,,,,,1,,,,,,,,,,,,,
298,/m/02_41,Fire,,,,,,,,,,,,,,,,,,,
299,/m/07pzfmf,Crackle,,,,,,,,,,,,,,,,,,,
300,/m/07yv9,Vehicle,,,,,,,,,1,1,1,1,,1,,,,,
301,/m/019jd,"Boat, Water vehicle",,,,,,,,,,,,1,,,,,,,
302,/m/0hsrw,"Sailboat, sailing ship",,,,,,,,,,,,1,,,,,,,
303,/m/056ks2,"Rowboat, canoe, kayak",,,,,,,,,,,,1,,,,,,,
304,/m/02rlv9,"Motorboat, speedboat",,,,,,,,,,,,1,,,,,,,
305,/m/06q74,Ship,,,,,,,,,,,,1,,,,,,,
306,/m/012f08,Motor vehicle (road),,,,,,,,,,1,,,,1,1,,,,
307,/m/0k4j,Car,,,,,,,,,,,,,,1,1,,,,
308,/m/0912c9,"Vehicle horn, car horn, honking",,,,,,,,,,,,,,1,1,,,,
309,/m/07qv_d5,Toot,,,,,,,,,,,,,,1,1,,,,
310,/m/02mfyn,Car alarm,,,,,,,,,,,,,,1,1,,,,
311,/m/04gxbd,"Power windows, electric windows",,,,,,,,,,,,,,1,,,,,
312,/m/07rknqz,Skidding,,,,,,,,,,,,,,1,,,,,
313,/m/0h9mv,Tire squeal,,,,,,,,,,,,,,1,,,,,
314,/t/dd00134,Car passing by,,,,,,,,,,1,,,,1,1,,,,
315,/m/0ltv,"Race car, auto racing",,,,,,,,,,,,,,1,1,,,,
316,/m/07r04,Truck,,,,,,,,,,1,,,,1,1,,,,
317,/m/0gvgw0,Air brake,,,,,,,,,,1,,,,1,1,,,,
318,/m/05x_td,"Air horn, truck horn",,,,,,,,,,1,,,,1,1,,,,
319,/m/02rhddq,Reversing beeps,,,,,,,,,,1,,,,1,1,,,,
320,/m/03cl9h,"Ice cream truck, ice cream van",,,,,,,,,,1,,,,1,1,,,,
321,/m/01bjv,Bus,,,,,,,,,,1,,,,1,1,,,,
322,/m/03j1ly,Emergency vehicle,,,,,,,,,,1,,,,1,1,,,,
323,/m/04qvtq,Police car (siren),,,,,,,,,,1,,,,1,1,,,,
324,/m/012n7d,Ambulance (siren),,,,,,,,,,1,,,,1,1,,,,
325,/m/012ndj,"Fire engine, fire truck (siren)",,,,,,,,,,1,,,,1,,,,,
326,/m/04_sv,Motorcycle,,,,,,,,,,1,,,,1,1,,,,
327,/m/0btp2,"Traffic noise, roadway noise",,,,,,,,,0,0,,,,1,1,,,,
328,/m/06d_3,Rail transport,,,,,,,,,1,1,,,,,,,,,
329,/m/07jdr,Train,,,,,,,,,1,0,,,,,,,,,
330,/m/04zmvq,Train whistle,,,,,,,,,1,0,,,,,,,,,
331,/m/0284vy3,Train horn,,,,,,,,,1,1,,,,,,,,,
332,/m/01g50p,"Railroad car, train wagon",,,,,,,,,1,1,,,,,,,,,
333,/t/dd00048,Train wheels squealing,,,,,,,,,1,1,,,,,,,,,
334,/m/0195fx,"Subway, metro, underground",,,,,,,,,,1,,,,,,,,,
335,/m/0k5j,Aircraft,,,,,,,,,,,1,,,,,,,,
336,/m/014yck,Aircraft engine,,,,,,,,,,,1,,,,,,,,
337,/m/04229,Jet engine,,,,,,,,,,,1,,,,,,,,
338,/m/02l6bg,"Propeller, airscrew",,,,,,,,,,,1,,,,,,,,
339,/m/09ct_,Helicopter,,,,,,,,,,,1,,,,,,,,
340,/m/0cmf2,"Fixed-wing aircraft, airplane",,,,,,,,,,,1,,,,,,,,
341,/m/0199g,Bicycle,,,,,,,,,,,,,,,1,,,,1
342,/m/06_fw,Skateboard,,,,,,,,,,,,,,,,,,,1
343,/m/02mk9,Engine,,,,,,,,,1,1,,1,,1,1,,,,
344,/t/dd00065,Light engine (high frequency),,,,1,,,,,0,1,,1,,1,1,,,,
345,/m/08j51y,"Dental drill, dentist's drill",,,,,,,,,,,,,,,,,,,
346,/m/01yg9g,Lawn mower,,,,,,,,,,,,,,,,,1,,1
347,/m/01j4z9,Chainsaw,,,,,,,,,,,,,,,,,,1,1
348,/t/dd00066,Medium engine (mid frequency),,,,,,,,,1,1,,1,,1,1,,,,
349,/t/dd00067,Heavy engine (low frequency),,,,,,,,,1,1,,1,,,,,,,
350,/m/01h82_,Engine knocking,,,,,,,,,1,1,,1,,1,,,,,
351,/t/dd00130,Engine starting,,,,,,,,,1,0,,1,,1,,,,,
352,/m/07pb8fc,Idling,,,,,,,,,1,1,,1,,1,1,,,,
353,/m/07q2z82,"Accelerating, revving, vroom",,,,,,,,,1,1,,1,,1,1,,,,
354,/m/02dgv,Door,1,1,1,1,1,1,1,1,,,,,,,,,,,
355,/m/03wwcy,Doorbell,1,,,,1,1,1,,,,,,,,,,,,
356,/m/07r67yg,Ding-dong,1,,,,1,1,1,,,,,,,,,,,,
357,/m/02y_763,Sliding door,1,1,,,,,,,,,,,,,,,,,
358,/m/07rjzl8,Slam,,,,,,,,,,,,,,,,,,,
359,/m/07r4wb8,Knock,,,,,,,,,,,,,,,,,,,
360,/m/07qcpgn,Tap,,,,,,,,,,,,,,,,,,,
361,/m/07q6cd_,Squeak,,,,,,,,,,,,,,,,,,,
362,/m/0642b4,Cupboard open or close,,,,,1,,,,,,,,,,,,,,
363,/m/0fqfqc,Drawer open or close,,,,,1,,,,,,,,,,,,,,
364,/m/04brg2,"Dishes, pots, and pans",,,,,1,,,,,,,,,,,,,,
365,/m/023pjk,"Cutlery, silverware",,,,,1,,,,,,,,,,,,,,
366,/m/07pn_8q,Chopping (food),,,,,1,,,,,,,,,,,,,,
367,/m/0dxrf,Frying (food),,,,,1,,,,,,,,,,,,,,
368,/m/0fx9l,Microwave oven,,,,,1,,,,,,,,,,,,,,
369,/m/02pjr4,Blender,,,,,1,,,,,,,,,,,,,,
370,/m/02jz0l,"Water tap, faucet",,,,,1,1,,,,,,,,,,,,,
371,/m/0130jx,Sink (filling or washing),,,,,1,1,,,,,,,,,,,,,
372,/m/03dnzn,Bathtub (filling or washing),,,,,,1,,,,,,,,,,,,,
373,/m/03wvsk,Hair dryer,,,,,,1,,,,,,,,,,,,,
374,/m/01jt3m,Toilet flush,,,,,,1,,,,,,,,,,,,,
375,/m/012xff,Toothbrush,,,,,,1,,,,,,,,,,,,,
376,/m/04fgwm,Electric toothbrush,,,,,,1,,,,,,,,,,,,,
377,/m/0d31p,Vacuum cleaner,1,,,,,,,,,,,,,,,,,,
378,/m/01s0vc,Zipper (clothing),,,,,,,,,,,,,,,,,,,
379,/m/03v3yw,Keys jangling,,,,,,,,,,,,,,,,,,,
380,/m/0242l,Coin (dropping),,,,,,,,,,,,,,,,,,,
381,/m/01lsmm,Scissors,,,,,,0,,,,,,,,,,,,,
382,/m/02g901,"Electric shaver, electric razor",,,,,,1,,,,,,,,,,,,,
383,/m/05rj2,Shuffling cards,1,,,,,,,,,,,,,,,,,,
384,/m/0316dw,Typing,,1,1,,,,,,,,,,,,,,,,
385,/m/0c2wf,Typewriter,,1,1,,,,,,,,,,,,,,,,
386,/m/01m2v,Computer keyboard,,1,,,,,,,,,,,,,,,,,
387,/m/081rb,Writing,,1,1,,,,,,,,,,,,,,,,
388,/m/07pp_mv,Alarm,,1,,,,,,,,,,,,,,,,,
389,/m/07cx4,Telephone,,1,,,,,,,,,,,,,,,,,
390,/m/07pp8cl,Telephone bell ringing,,1,,,,,,,,,,,,,,,,,
391,/m/01hnzm,Ringtone,,1,,,,,,,,,,,,,,,,,
392,/m/02c8p,"Telephone dialing, DTMF",,1,,,,,,,,,,,,,,,,,
393,/m/015jpf,Dial tone,,1,,,,,,,,,,,,,,,,,
394,/m/01z47d,Busy signal,,1,,,,,,,,,,,,,,,,,
395,/m/046dlr,Alarm clock,,1,,,,,,,,,,,,,,,,,
396,/m/03kmc9,Siren,,0,,,,,,,,,,,,,,,,,
397,/m/0dgbq,Civil defense siren,,,,,,,,,,,,,,,,,,,
398,/m/030rvx,Buzzer,,,,,,,,,,,,,,,,,,,
399,/m/01y3hg,"Smoke detector, smoke alarm",1,1,1,,1,1,1,,,,,,,,,,,,
400,/m/0c3f7m,Fire alarm,1,1,1,,1,1,1,,,,,,,,,,,,
401,/m/04fq5q,Foghorn,,,,,,,,,,,,1,,,,,,,
402,/m/0l156k,Whistle,,,,,,,,,,,,,,,,,,,
403,/m/06hck5,Steam whistle,,,,,,,,,1,,,,,,,,,,
404,/t/dd00077,Mechanisms,,,,,,,,,,,,,,,,,,,
405,/m/02bm9n,"Ratchet, pawl",,,,1,,,,,,,,,,,,,,,
406,/m/01x3z,Clock,,,,,,,,,,,,,,,,,,,
407,/m/07qjznt,Tick,,,,,,,,,,,,,,,,,,,
408,/m/07qjznl,Tick-tock,,,,,,,,,,,,,,,,,,,
409,/m/0l7xg,Gears,,,,1,,,,,1,,,,,,,,,,
410,/m/05zc1,Pulleys,,,,1,,,,,,,,,,,,,,,
411,/m/0llzx,Sewing machine,,,,1,,,,,,,,,,,,,,,
412,/m/02x984l,Mechanical fan,,,,1,,,,,,,1,,,,,,,,
413,/m/025wky1,Air conditioning,1,1,1,1,1,1,1,1,1,1,,,,,,,,,
414,/m/024dl,Cash register,,,,,,,,,,,,,,,,,,,
415,/m/01m4t,Printer,,1,,,,,,,,,,,,,,,,,
416,/m/0dv5r,Camera,,,,,,,,,,,,,,,,,,,
417,/m/07bjf,Single-lens reflex camera,,,,,,,,,,,,,,,,,,,
418,/m/07k1x,Tools,,,,1,,,,,,,,,,,,,,,
419,/m/03l9g,Hammer,,,,1,,,,,,,,,,,,,,,
420,/m/03p19w,Jackhammer,,,,1,,,,,,,,,,,,,,,
421,/m/01b82r,Sawing,,,,1,,,,,,,,,,,,,,,
422,/m/02p01q,Filing (rasp),,,,1,,,,,,,,,,,,,,,
423,/m/023vsd,Sanding,,,,1,,,,,,,,,,,,,,,
424,/m/0_ksk,Power tool,,,,1,,,,,,,,,,,,,,,
425,/m/01d380,Drill,,,,1,,,,,,,,,,,,,,,
426,/m/014zdl,Explosion,,,,,,,,,,,,,,,,,,,
427,/m/032s66,"Gunshot, gunfire",,,,,,,,,,,,,,,,,,,
428,/m/04zjc,Machine gun,,,,,,,,,,,,,,,,,,,
429,/m/02z32qm,Fusillade,,,,,,,,,,,,,,,,,,,
430,/m/0_1c,Artillery fire,,,,,,,,,,,,,,,,,,,
431,/m/073cg4,Cap gun,,,,,,,,,,,,,,,,,,,
432,/m/0g6b5,Fireworks,,,,,,,,,,,,,,,,,,,
433,/g/122z_qxw,Firecracker,,,,,,,,,,,,,,,,,,,
434,/m/07qsvvw,"Burst, pop",,,,,,,,,,,,,,,,,,,
435,/m/07pxg6y,Eruption,,,,,,,,,,,,,,,,,,,
436,/m/07qqyl4,Boom,,,,,,,,,,,,,,,,,,,
437,/m/083vt,Wood,,,,1,,,,,,,,,,,,,,1,1
438,/m/07pczhz,Chop,,,,1,,,,,,,,,,,,,,1,1
439,/m/07pl1bw,Splinter,,,,1,,,,,,,,,,,,,,1,1
440,/m/07qs1cx,Crack,,,,,1,,,,,,,,,,,,,,
441,/m/039jq,Glass,,,,,1,,,,,,,,,,,,,,
442,/m/07q7njn,"Chink, clink",,,,,1,,,,,,,,,,,,,,
443,/m/07rn7sz,Shatter,,,,,1,,,,,,,,,,,,,,
444,/m/04k94,Liquid,,,,,1,1,,,,,,1,,,,,,,
445,/m/07rrlb6,"Splash, splatter",,,,,1,1,,,,,,1,,,,,,,
446,/m/07p6mqd,Slosh,,,,,1,1,,,,,,1,,,,,,,
447,/m/07qlwh6,Squish,,,,,1,1,,,,,,,,,,,,,
448,/m/07r5v4s,Drip,,,,,1,1,,,,,,,,,,,,,
449,/m/07prgkl,Pour,,,,,1,1,,,,,,,,,,,,,
450,/m/07pqc89,"Trickle, dribble",,,,,1,1,,,,,,,,,,,,,
451,/t/dd00088,Gush,,,,,1,1,,,,,,,,,,,,,
452,/m/07p7b8y,Fill (with liquid),,,,,1,1,,,,,,1,,,,,,,
453,/m/07qlf79,Spray,,,,,1,,,,,,,1,,,,,,,
454,/m/07ptzwd,Pump (liquid),,,,,,,,,,,,1,,,,,,,
455,/m/07ptfmf,Stir,,,,,1,,,,,,,,,,,,,,
456,/m/0dv3j,Boiling,,,,,1,,,,,,,,,,,,,,
457,/m/0790c,Sonar,,,,,,,,,,,,1,,,,,,,
458,/m/0dl83,Arrow,,,,,,,,,,,,,,,,,,,
459,/m/07rqsjt,"Whoosh, swoosh, swish",,,,,,,,,,,,,,,,,,,
460,/m/07qnq_y,"Thump, thud",,,,,,,,,,,,,,,,,,,
461,/m/07rrh0c,Thunk,,,,,,,,,,,,,,,,,,,
462,/m/0b_fwt,Electronic tuner,,,,,,,,,,,,,,,,,,,
463,/m/02rr_,Effects unit,,,,,,,,,,,,,,,,,,,
464,/m/07m2kt,Chorus effect,,,,,,,,,,,,,,,,,,,
465,/m/018w8,Basketball bounce,,,,,,,,,,,,,,,,,,,1
466,/m/07pws3f,Bang,,,,,,,,,,,,,,,,,,,
467,/m/07ryjzk,"Slap, smack",,,,,,,,,,,,,,,,,,,
468,/m/07rdhzs,"Whack, thwack",,,,,,,,,,,,,,,,,,,
469,/m/07pjjrj,"Smash, crash",,,,,,,,,,,,,,,,,,,
470,/m/07pc8lb,Breaking,,,,,,,,,,,,,,,,,,,
471,/m/07pqn27,Bouncing,,,,,,,,,,,,,,,,,,,
472,/m/07rbp7_,Whip,,,,,,,,,,,,,,,,,,,
473,/m/07pyf11,Flap,,,,,,,,,,,,,,,,,,,
474,/m/07qb_dv,Scratch,,,,,,,,,,,,,,,,,,,
475,/m/07qv4k0,Scrape,,,,,,,,,,,,,,,,,,,
476,/m/07pdjhy,Rub,,,,,,,,,,,,,,,,,,,
477,/m/07s8j8t,Roll,,,,,,,,,,,,,,,,,,,
478,/m/07plct2,Crushing,,,,,,,,,,,,,,,,,,,
479,/t/dd00112,"Crumpling, crinkling",,,,,,,,,,,,,,,,,,,
480,/m/07qcx4z,Tearing,,,,,,,,,,,,,,,,,,,
481,/m/02fs_r,"Beep, bleep",,,,,,,,,,,,,,,,,,,
482,/m/07qwdck,Ping,,,,,,,,,,,,,,,,,,,
483,/m/07phxs1,Ding,,,,,,,,,,,,,,,,,,,
484,/m/07rv4dm,Clang,,,,,,,,,,,,,,,,,,,
485,/m/07s02z0,Squeal,,,,,,,,,,,,,,,,,,,
486,/m/07qh7jl,Creak,,,,,,,,,,,,,,,,,,,
487,/m/07qwyj0,Rustle,,,,,,,,,,,,,,,,,,,
488,/m/07s34ls,Whir,,,,,,,,,,,,,,,,,,,
489,/m/07qmpdm,Clatter,,,,,,,,,,,,,,,,,,,
490,/m/07p9k1k,Sizzle,,,,,1,,,,,,,,,,,,,,
491,/m/07qc9xj,Clicking,,,,,,,,,,,,,,,,,,,
492,/m/07rwm0c,Clickety-clack,,,,,,,,,,,,,,,,,,,
493,/m/07phhsh,Rumble,,,,,,,,,,,,,,,,,,,
494,/m/07qyrcz,Plop,,,,,,,,,,,,,,,,,,,
495,/m/07qfgpx,"Jingle, tinkle",,,,,,,,,,,,,,,,,,,
496,/m/07rcgpl,Hum,,,,,,,,,,,,,,,,,,,
497,/m/07p78v5,Zing,,,,,,,,,,,,,,,,,,,
498,/t/dd00121,Boing,,,,,,,,,,,,,,,,,,,
499,/m/07s12q4,Crunch,,,,,,,,,,,,,,,,,,,
500,/m/028v0c,Silence,,,,,,,,,,,,,,,,,,,
501,/m/01v_m0,Sine wave,,,,,,,,,,,,,,,,,,,
502,/m/0b9m1,Harmonic,,,,,,,,,,,,,,,,,,,
503,/m/0hdsk,Chirp tone,,,,,,,,,,,,,,,,,,,
504,/m/0c1dj,Sound effect,,,,,,,,,,,,,,,,,,,
505,/m/07pt_g0,Pulse,,,,,,,,,,,,,,,,,,,
506,/t/dd00125,"Inside, small room",1,,,,1,1,1,,,,,,,,,,,,
507,/t/dd00126,"Inside, large room or hall",,1,1,,,,,,1,,1,,1,,,,,,
508,/t/dd00127,"Inside, public space",,,,,,,,,1,,1,,1,,,1,,,
509,/t/dd00128,"Outside, urban or manmade",,,,,,,,,,,,,,,1,,1,,1
510,/t/dd00129,"Outside, rural or natural",,,,,,,,,,,,,,,1,,1,1,1
511,/m/01b9nn,Reverberation,,,,,,,,,,,,,,,,,,,
512,/m/01jnbd,Echo,,,,,,,,,,,,,,,,,,,
513,/m/096m7z,,,,,,,,,,,,,,,,,,,,
514,/m/06_y0by,Environmental noise,,,,,,,,,1,,,,,,,1,1,1,1
515,/m/07rgkc5,Static,1,,,,,,,,,,,,,,,,,,
516,/m/06xkwv,Mains hum,,,,,,,,,,,,,,,,,,,
517,/m/0g12c5,Distortion,,,,,,,,,,,,,,,,,,,
518,/m/08p9q4,Sidetone,,,,,,,,,,,,,,,,,,,
519,/m/07szfh9,Cacophony,,,,,,,,,,,,,,,,,,,
520,/m/0chx_,White noise,,,,,,,,,,,,,,,,,,,
521,/m/0cj0r,Pink noise,,,,,,,,,,,,,,,,,,,
522,/m/07p_0gm,Throbbing,,,,,,,,,,,,,,,,,,,
523,/m/01jwx6,Vibration,,,,,,,,,,,,,,,,,,,
524,/m/07c52,Television,1,,,,,,,,,,,,,,,,,,
525,/m/06bz3,Radio,1,,,,,,,,,,,,,1,,,,,
526,/m/07hvw1,Field recording,,,,,,,,,,,,,,,,,,,